05/11/2020                                                                         Dynamic List Display                                                                                1

Part Number / ESN Code By Supplier

	Vendor Number	Vendor Name	Material No	Material Description	Mat Group	PO Date Range	Plant	PO Net Order Value	PO Net Quantity
	10002419	Siemens Industry, Inc.	S54370-B2-A1	XTRI-D  DUAL INPUT MON MOD WITH ISOLATOR	MTG	05/01/2020-05/09/2020	B100	        23,728.65	       480.000
	10002419	Siemens Industry, Inc.	S54370-B3-A1	XTRI-S  SINGLE INPUT MON MOD W/ISOLATOR	MTG	05/01/2020-05/11/2020	B100	        22,796.08	       596.000
	10002419	Siemens Industry, Inc.	S54370-B4-A1	XTRI-M  MINI INPUT MON MOD,BLT-IN ISOLTR	MTG	05/01/2020-05/10/2020	B100	        14,895.90	       456.000
	10002419	Siemens Industry, Inc.	S54370-B5-A1	ILED-XW  INTEL LAMP WALL MNT W ISOLATOR	MTG	05/01/2020-05/11/2020	B100	         2,279.94	        74.000
	10002419	Siemens Industry, Inc.	S54370-B7-A1	TSM-1X  INTEL TEST SW WALL PLT & ISOLTR	MTG	05/01/2020-05/08/2020	B100	         9,320.50	       175.000
	10002419	Siemens Industry, Inc.	S54370-F12-A1	DB2-HR FINAL ASSEMBLY	MTA	05/05/2020-05/11/2020	B100	           416.70	        15.000
	10002419	Siemens Industry, Inc.	S54372-F1-A1	OP121  Smoke detector	MTG	05/01/2020-05/10/2020	B100	         2,241.36	        72.000
	10002419	Siemens Industry, Inc.	S54372-F3-A1	Heat Detector	MTG	05/04/2020-05/08/2020	B100	           237.78	         9.000
	10002419	Siemens Industry, Inc.	S54400-A141-A1	VCI2003-A1  VOIP MODULE	MTO	05/04/2020-05/08/2020	B100	         2,833.48	        13.000
	10002419	Siemens Industry, Inc.	S54400-A142-A1	FT2007-U1  LED annunciator driver	MTB	05/06/2020-05/07/2020	B100	         3,834.18	        21.000
	10002419	Siemens Industry, Inc.	S54400-A153-A1	FCA2031-A1  CONNECTION MODULE (MONET)	MTA	05/08/2020-05/08/2020	B100	           271.62	         2.000
	10002419	Siemens Industry, Inc.	S54400-A39-A1	FCA2016-U1  RS485 class A module (iso.)	MTA	05/01/2020-05/08/2020	B100	         5,875.92	        89.000
	10002419	Siemens Industry, Inc.	S54400-A40-A1	VCC2001-A1  VOICE CPU CARD	MTA	05/05/2020-05/05/2020	B100	           652.75	         1.000
	10002419	Siemens Industry, Inc.	S54400-A42-A1	VN2001-A1  ETHERNET MODULE (ELECTRIC)	MTA	05/08/2020-05/08/2020	B100	           652.72	         4.000
	10002419	Siemens Industry, Inc.	S54400-A43-A1	Ethernet module (Mult Mode Fiber) Used f	MTA	05/01/2020-05/08/2020	B100	         5,548.46	        17.000
	10002419	Siemens Industry, Inc.	S54400-A44-A1	VN2003-A1  ETHERNET MODULE (SM)	MTA	05/05/2020-05/05/2020	B100	           544.34	         1.000
	10002419	Siemens Industry, Inc.	S54400-A45-A1	Voice Amplifier Card 50 Watt amplifier c	MTA	05/01/2020-05/08/2020	B100	        10,886.80	        20.000
	10002419	Siemens Industry, Inc.	S54400-A47-A1	VCA2002-A1  CARD CAGE (4 AMPLIFIERS)	MTA	05/05/2020-05/05/2020	B100	           544.34	         1.000
	10002419	Siemens Industry, Inc.	S54400-A54-A1	FCI2011-U1  NAC module (1A/2B)	MTA	05/01/2020-05/08/2020	B100	         7,268.25	        33.000
	10002419	Siemens Industry, Inc.	S54400-A55-A1	FCI2016-U1  Periphery board (250p)	MTA	05/04/2020-05/11/2020	B100	         4,617.06	        14.000
	10002419	Siemens Industry, Inc.	S54400-A56-A1	Periphery board (500p)	MTA	05/04/2020-05/08/2020	B100	         1,850.74	         2.000
	10002419	Siemens Industry, Inc.	S54400-A60-A1	FN2001-U1  Network module (SAFEDLINK)	MTA	05/01/2020-05/08/2020	B100	         5,032.86	        16.000
	10002419	Siemens Industry, Inc.	S54400-A62-A1	Fiber network module (MM)	MTA	05/06/2020-05/06/2020	B100	           855.62	         2.000
	10002419	Siemens Industry, Inc.	S54400-A63-A1	FCA2015-U1  Dialer module (DACT)	MTA	05/01/2020-05/08/2020	B100	         7,793.23	        59.000
	10002419	Siemens Industry, Inc.	S54400-A65-A1	Remote peripheral module	NME	05/01/2020-05/08/2020	B100	           989.37	         3.000
	10002419	Siemens Industry, Inc.	S54400-A66-A1	FHA-MIQKIT-01  MXL-IQ MIGRATION MOD KIT	IEF	05/06/2020-05/06/2020	B100	           729.33	         3.000
	10002419	Siemens Industry, Inc.	S54400-A67-A1	FHA-MIQKIT-02  MXL-IQ MIGRATION MOD KIT	IEF	05/06/2020-05/06/2020	B100	           486.22	         2.000
	10002419	Siemens Industry, Inc.	S54400-A68-A1	FCL2004-U1  MIQ MIGRATION MODULE	NME	05/05/2020-05/05/2020	B100	           434.40	         2.000
	10002419	Siemens Industry, Inc.	S54400-A69-A1	XCI2001-U1  Releasing Module	MTA	05/01/2020-05/11/2020	B100	           885.60	         8.000
	10002419	Siemens Industry, Inc.	S54400-B110-A1	FHB2005-U1  BACK BOX (3HU, BLACK, DEEP)	IEF	05/07/2020-05/07/2020	B100	           319.54	         2.000
	10002419	Siemens Industry, Inc.	S54400-B111-A1	FHD2007-U2  OUTER DOOR (3HU, 3 WIN, BL)	IEF	05/07/2020-05/07/2020	B100	           162.08	         2.000
	10002419	Siemens Industry, Inc.	S54400-B114-A1	FHD2009-U1  BLANK PLATE (BLACK)	IEF	05/05/2020-05/05/2020	B100	           297.90	         9.000
	10002419	Siemens Industry, Inc.	S54400-B137-A1	EBA2004-A1  Booster amp. mainb (100W)	MTA	05/04/2020-05/08/2020	B100	         4,082.04	         6.000
	10002419	Siemens Industry, Inc.	S54400-B140-A1	BOOSTER AMPLIFIER (100W, BL)	MTA	05/04/2020-05/11/2020	B100	        10,287.37	        11.000
	10002419	Siemens Industry, Inc.	S54400-B141-A1	EBA2001-R1  BOOSTER AMPLIFIER (100W,RED)	MTA	05/08/2020-05/08/2020	B100	         8,671.95	         9.000
	10002419	Siemens Industry, Inc.	S54400-B152-A1	FN2012-A1  ETHERNET SWITCH (MODULAR)	MTA	05/08/2020-05/08/2020	B100	         1,088.68	         2.000
	10002419	Siemens Industry, Inc.	S54400-B153-A1	FCL-MXLPLATE  ADAPTER PLATE FOR FCL2004	IEG	05/01/2020-05/01/2020	B100	            94.89	         3.000
	10002419	Siemens Industry, Inc.	S54400-B16-A1	FT2015-R3  Remote terminal (key, red)	MTB	05/01/2020-05/08/2020	B100	         3,569.64	        12.000
	10002419	Siemens Industry, Inc.	S54400-B167-A1	FHA2044-U1  BATTERY BRACKET (EBA2001)	MTA	05/05/2020-05/05/2020	B100	            41.52	         1.000
	10002419	Siemens Industry, Inc.	S54400-B18-A1	FHA2056-U1  FS250/MPC MIGRATION KIT MECH	IEF	05/01/2020-05/07/2020	B100	         1,218.00	         4.000
	10002419	Siemens Industry, Inc.	S54400-B32-A1	FHD2002-U3  Outer door (2HU, 1 win, bl)	IEF	05/06/2020-05/06/2020	B100	           200.85	         3.000
	10002419	Siemens Industry, Inc.	S54400-B43-A1	Battery bracket	IEF	05/07/2020-05/07/2020	B100	            44.88	         1.000
	10002419	Siemens Industry, Inc.	S54400-B44-A1	FHA2031-U1  DIN Rail Set	IEF	05/05/2020-05/07/2020	B100	            66.94	         2.000
	10002419	Siemens Industry, Inc.	S54400-B47-A1	Back box (1HU, black)	IEF	05/05/2020-05/08/2020	B100	           110.34	         2.000
	10002419	Siemens Industry, Inc.	S54400-B48-A1	FHB2002-U1  Back box (2HU, black)	IEF	05/04/2020-05/07/2020	B100	           553.50	         5.000
	10002419	Siemens Industry, Inc.	S54400-B48-A2	FHB2002-R1  Back box (2HU, red)	IEF	05/01/2020-05/01/2020	B100	           110.70	         1.000
	10002419	Siemens Industry, Inc.	S54400-B49-A1	Outer door (1HU, black)	IEF	05/05/2020-05/05/2020	B100	            19.85	         1.000
	10002419	Siemens Industry, Inc.	S54400-B52-A1	FHD2004-U1  Inner door (black)	IEF	05/07/2020-05/07/2020	B100	            39.18	         1.000
	10002419	Siemens Industry, Inc.	S54400-B53-A1	FHD2005-U1  Inner door (solid, black)	IEF	05/01/2020-05/09/2020	B100	           666.06	        17.000
	10002419	Siemens Industry, Inc.	S54400-B55-A1	FHA2042-U1  BATTERY BRACKET (33 AH)	IEF	05/05/2020-05/05/2020	B100	            44.50	         1.000
	10002419	Siemens Industry, Inc.	S54400-B56-A1	FHA2043-U1  TRIM KIT (3HU, BLACK)	IEF	05/04/2020-05/05/2020	B100	           232.78	         2.000
	10002419	Siemens Industry, Inc.	S54400-B58-A1	FHA2054-U1  AUDIO TRANSFORMER KIT	MTO	05/11/2020-05/11/2020	B100	            91.22	         2.000
	10002419	Siemens Industry, Inc.	S54400-B73-A1	FT2014-R3  Remote display (red)	MTB	05/06/2020-05/07/2020	B100	         1,291.80	         5.000
	10002419	Siemens Industry, Inc.	S54400-B80-A1	FT2014-U3  Remote display (black)	MTB	05/07/2020-05/07/2020	B100	           516.72	         2.000
	10002419	Siemens Industry, Inc.	S54400-B88-A1	FT2015-U3  Remote terminal (key, bl)	MTB	05/01/2020-05/08/2020	B100	         7,734.22	        26.000
	10002419	Siemens Industry, Inc.	S54400-C10-A1	252-point system with 300W power supply	MTA	05/01/2020-05/07/2020	B100	         4,052.44	         7.000
	10002419	Siemens Industry, Inc.	S54400-C121-A1	FC922-LS  252 PT SYS, 170W PS	MTA	05/09/2020-05/11/2020	B100	         2,241.28	         4.000
	10002419	Siemens Industry, Inc.	S54400-C122-A1	FC922-LE  252 PT SYS,170W PS & 24 LEDS	MTA	05/01/2020-05/10/2020	B100	         1,338.96	         2.000
	10002419	Siemens Industry, Inc.	S54400-C125-A1	FC922-LT  252 PT SYS, 300W PS	MTA	05/07/2020-05/10/2020	B100	         1,286.48	         2.000
	10002419	Siemens Industry, Inc.	S54400-C135-A1	FHD2012-U1  INNER DOOR FOR RDT	IEF	05/07/2020-05/07/2020	B100	            37.66	         1.000
	10002419	Siemens Industry, Inc.	S54400-C136-A1	Graphic I/O driver	MTA	05/07/2020-05/07/2020	B100	           183.36	         1.000
	10002419	Siemens Industry, Inc.	S54400-C14-A1	FC922-US  252 PT SYS, 170W PS	MTA	05/01/2020-05/11/2020	B100	        12,327.04	        22.000
	10002419	Siemens Industry, Inc.	S54400-C145-A1	FC2050-LE  504 PT SYS,170W PS & 24 LEDS	MTA	05/07/2020-05/07/2020	B100	         1,565.30	         1.000
	10002419	Siemens Industry, Inc.	S54400-C15-A1	FC924-US  504 PT SYS, 170W PS	MTA	05/06/2020-05/08/2020	B100	        11,917.50	        10.000
	10002419	Siemens Industry, Inc.	S54400-C167-A1	FV920-EK  CER PRO VOICE ELECTRONICS KIT	MTA	05/01/2020-05/08/2020	B100	        31,490.55	        15.000
	10002419	Siemens Industry, Inc.	S54400-C168-A1	FHK2004-U3  CER PRO VOICE ENCL KIT BLAC	MTA	05/01/2020-05/08/2020	B100	         4,242.94	        13.000
	10002419	Siemens Industry, Inc.	S54400-C169-A1	FHK2004-R3  CER PRO VOICE ENCL KIT RED	MTA	05/01/2020-05/01/2020	B100	           326.38	         1.000
	10002419	Siemens Industry, Inc.	S54400-C170-A1	Desigo Voice Electronics Kit S54400-A40-	MTA	05/01/2020-05/05/2020	B100	         8,397.52	         4.000
	10002419	Siemens Industry, Inc.	S54400-C171-A1	Desigo Voice Encl Kit Black S54400-B110-	MTA	05/01/2020-05/08/2020	B100	         1,946.52	         6.000
	10002419	Siemens Industry, Inc.	S54400-C18-A1	FT924-US  NETWORK TERMINAL W STD OPR	MTA	05/06/2020-05/07/2020	B100	         3,297.90	        10.000
	10002419	Siemens Industry, Inc.	S54400-C20-A1	FC922-UT  252 PT SYS, 300W PS	MTA	05/01/2020-05/08/2020	B100	        17,367.48	        27.000
	10002419	Siemens Industry, Inc.	S54400-C21-A1	FC924-UT  504 PT SYS, 300W PS	MTA	05/06/2020-05/08/2020	B100	         6,316.35	         5.000
	10002419	Siemens Industry, Inc.	S54400-C22-A1	FC922-UF  252 PT SYS, 300W PS & 24 LEDS	MTA	05/07/2020-05/07/2020	B100	           758.49	         1.000
	10002419	Siemens Industry, Inc.	S54400-C24-A1	FHA-MIQKIT-04  MXL-IQ mechcl mgrtn kit	IEF	05/01/2020-05/05/2020	B100	           548.10	         2.000
	10002419	Siemens Industry, Inc.	S54400-C4-A1	252-point system with 170W power supply	MTA	05/01/2020-05/08/2020	B100	         3,479.54	         7.000
	10002419	Siemens Industry, Inc.	S54400-C40-A1	FCM2018-U2  Operating unit	MTA	05/06/2020-05/06/2020	B100	           296.83	         1.000
	10002419	Siemens Industry, Inc.	S54400-C40-A2	FCM2018-U3  Operating unit	MTA	05/01/2020-05/08/2020	B100	         2,968.11	         9.000
	10002419	Siemens Industry, Inc.	S54400-C44-A1	Option module (blank) Used to cover empt	MTA	05/01/2020-05/07/2020	B100	           112.97	        11.000
	10002419	Siemens Industry, Inc.	S54400-C44-A2	FCM2022-U3  Option module (blank)	MTA	05/05/2020-05/08/2020	B100	           159.88	        14.000
	10002419	Siemens Industry, Inc.	S54400-C50-A1	Black 1 Height Unit Encl kit for FT2050	MTA	05/05/2020-05/05/2020	B100	           714.80	         8.000
	10002419	Siemens Industry, Inc.	S54400-C51-A1	Black 2 Height Unit 1 Window Enclosure	MTA	05/01/2020-05/07/2020	B100	         2,406.31	        15.000
	10002419	Siemens Industry, Inc.	S54400-C53-A1	FHD2002-R3  Outer door (2HU, 1 win, red)	IEF	05/01/2020-05/01/2020	B100	            66.95	         1.000
	10002419	Siemens Industry, Inc.	S54400-C54-A1	Black 1 Height Unit Enclosure kit	MTA	05/07/2020-05/07/2020	B100	            99.28	         1.000
	10002419	Siemens Industry, Inc.	S54400-C54-A2	Red 1 Height Unit Enclosure kit	MTA	05/06/2020-05/06/2020	B100	           893.52	         9.000
	10002419	Siemens Industry, Inc.	S54400-C55-A1	Black 2 Height Unit 1 Window Enclosure k	MTA	05/01/2020-05/09/2020	B100	         8,017.24	        44.000
	10002419	Siemens Industry, Inc.	S54400-C55-A2	Red 2 Height Unit 1 Window Enclosure kit	MTA	05/01/2020-05/11/2020	B100	         2,368.73	        13.000
	10002419	Siemens Industry, Inc.	S54400-C56-A1	Black 2 Height Unit 2 Window Enclosure k	MTA	05/01/2020-05/07/2020	B100	           594.54	         3.000
	10002419	Siemens Industry, Inc.	S54400-C60-A1	Desigo switch module used on FV2025/FV20	MTA	05/05/2020-05/05/2020	B100	           271.60	         1.000
	10002419	Siemens Industry, Inc.	S54400-C61-A1	Desigo microphone module used on FV2025/	MTA	05/05/2020-05/05/2020	B100	           348.06	         1.000
	10002419	Siemens Industry, Inc.	S54400-C70-A1	DCT-IPGSM  Starlink LTE Comm-24VDC	MTB	05/04/2020-05/04/2020	B100	         1,114.80	        10.000
	10002419	Siemens Industry, Inc.	S54400-C71-A1	DCT-IPGSM120  Starlink LTE Comm-120VAC	MTB	05/07/2020-05/07/2020	B100	           521.28	         3.000
	10002419	Siemens Industry, Inc.	S54400-C72-A1	DCT-IPGSM24R  Starlink LTE Com-24VDC-ENC	MTB	05/07/2020-05/07/2020	B100	           455.16	         3.000
	10002419	Siemens Industry, Inc.	S54400-C90-A1	VR2005-U3  Remote Microphone Kit Blk	MTA	05/04/2020-05/04/2020	B100	           896.14	         1.000
	10002419	Siemens Industry, Inc.	S54400-C92-A1	VR2005-R3  Remote Microphone Kit Red	MTA	05/01/2020-05/01/2020	B100	           896.14	         1.000
	10002419	Siemens Industry, Inc.	S54400-F163-A1	VTA2001-A1  Rem. terminal board(class B)	MTA	05/05/2020-05/05/2020	B100	           326.36	         2.000
	10002419	Siemens Industry, Inc.	S54400-F67-A1	System display (view, black)	MTH	05/04/2020-05/04/2020	B100	         1,162.60	         5.000
	10002419	Siemens Industry, Inc.	S54400-F68-A1	Remote terminal (key, bl)	MTB	05/01/2020-05/08/2020	B100	         4,390.61	        17.000
	10002419	Siemens Industry, Inc.	S54400-N1-A1	SNC  SERIAL NETWORK CARD	MTA	05/06/2020-05/08/2020	B100	           968.58	         3.000
	10002419	Siemens Industry, Inc.	S54400-P154-A1	FCA2033-A1  LICENCE KEY (S1)	MTA	05/08/2020-05/08/2020	B100	           225.96	         2.000
	10002419	Siemens Industry, Inc.	S54400-P155-A1	FCA2034-A1  LICENCE KEY (S2)	MTA	05/09/2020-05/09/2020	B100	         1,129.87	         1.000
	10002419	Siemens Industry, Inc.	S54400-Z60-A1	Power supply (300W)	MBA	05/04/2020-05/06/2020	B100	           714.88	         6.000
	10002419	Siemens Industry, Inc.	S54400-Z61-A1	FP2013-U1  600W POWER SUPPLY SET	MBA	05/01/2020-05/01/2020	B100	           251.06	         1.000
	10002419	Siemens Industry, Inc.	S54430-A1-A1	LCD TOUCH SCREEN ASSEMBLY	NME	05/01/2020-05/06/2020	B100	           267.80	         2.000
	10002419	Siemens Industry, Inc.	S54430-A2-A1	NRC  NETWORK RING CARD	MTA	05/06/2020-05/08/2020	B100	         8,215.60	        19.000
	10002419	Siemens Industry, Inc.	S54430-A5-A1	XDACT-ASSY  DIALER,MNT PLATE,CABLES	NME	05/04/2020-05/08/2020	B100	         1,743.19	        20.000
	10002419	Siemens Industry, Inc.	S54430-B10-A1	D-Mod-250-ZIC8B-EP  DESIGO MODLR ZIC-8B	MTA	05/07/2020-05/08/2020	B100	         5,048.66	         2.000
	10002419	Siemens Industry, Inc.	S54430-B11-A1	DFS-GPMI-KIT  FCM2041-U2 & GPMI-2-HW-KEY	MTA	05/01/2020-05/06/2020	B100	         4,117.35	         3.000
	10002419	Siemens Industry, Inc.	S54430-B12-A1	C-Mod-250-ZIC4A-EP  CERBERUS MODLR ZIC4A	MTA	05/04/2020-05/07/2020	B100	         9,929.60	         4.000
	10002419	Siemens Industry, Inc.	S54430-B13-A1	C-Mod-250-ZIC8B-EP  CERBERUS MODLR ZIC8B	MTA	05/01/2020-05/06/2020	B100	        12,621.65	         5.000
	10002419	Siemens Industry, Inc.	S54430-B14-A1	CP-GPMI-KIT  FCM2041-U3 & GPMI-2-HW-KEY	MTA	05/05/2020-05/05/2020	B100	         1,372.45	         1.000
	10002419	Siemens Industry, Inc.	S54430-B5-A1	XDMC  XLS DIGITAL MESSAGE CARD	NME	05/05/2020-05/08/2020	B100	         2,765.49	         7.000
	10002419	Siemens Industry, Inc.	S54430-B8-A1	XDLC  FIELD DEVICE INTERFACE CARD	NME	05/01/2020-05/09/2020	B100	        29,432.54	        74.000
	10002419	Siemens Industry, Inc.	S54430-B9-A1	DESIGO MODLR ZIC-4A	MTA	05/01/2020-05/08/2020	B100	        12,089.72	         5.000
	10002419	Siemens Industry, Inc.	S54430-C14-A1	MXL-IQ MSE-3L/M ENCLOSURE ADAPTER FOR X	IEF	05/04/2020-05/08/2020	B100	         1,009.24	         4.000
	10002419	Siemens Industry, Inc.	S54430-C15-A1	PMI-3  HIGH RESOLUTION USER INTERFACE	OND	05/04/2020-05/08/2020	B100	        19,401.80	        22.000
	10002419	Siemens Industry, Inc.	S54430-C16-A1	PMI-3 LABEL KIT  PMI-3 INT AND NAV OVRLS	IHC	05/06/2020-05/07/2020	B100	           119.76	         3.000
	10002419	Siemens Industry, Inc.	S54430-C17-A1	FCM2041-U2  DESIGO OPERATOR INTERFACE	MTB	05/04/2020-05/06/2020	B100	        10,582.80	        12.000
	10002419	Siemens Industry, Inc.	S54430-C18-A1	FCM2041-U3  CERBERUS OPERATOR INTERFACE	MTB	05/05/2020-05/08/2020	B100	        13,718.46	        14.000
	10002419	Siemens Industry, Inc.	S54430-C3-A1	GLOBAL PERSON MACHINE INTERFACE 2	MTB	05/06/2020-05/06/2020	B100	         1,186.58	         1.000
	10002419	Siemens Industry, Inc.	S54430-C4-A1	HW KEY FOR PMI-2 GLOBAL OPERATION	MTD	05/04/2020-05/08/2020	B100	         1,683.10	         5.000
	10002419	Siemens Industry, Inc.	S54430-C7-A1	XLS-MSE2-ADPT  ENCLOSURE ADAPTER	IEF	05/01/2020-05/01/2020	B100	           286.95	         1.000
	10002419	Siemens Industry, Inc.	S54430-C8-A1	XLS-MME3-ADPT AND MBR-2 encl adapter	IEF	05/06/2020-05/08/2020	B100	         2,933.28	         6.000
	10002419	Siemens Industry, Inc.	S54430-C9-A1	XLS MLE-6 enclosure adapter	IEF	05/01/2020-05/08/2020	B100	         5,001.04	         8.000
	10002419	Siemens Industry, Inc.	S54430-F301-A1	LONG RANGE SIMULATOR - IR3	MTQ	05/06/2020-05/06/2020	B100	         3,740.89	         1.000
	10002419	Siemens Industry, Inc.	S54430-F313-A1	20/20 MPI-R  IR3 Flame Det Mini version	MTG	05/01/2020-05/01/2020	B100	           898.80	         1.000
	10002419	Siemens Industry, Inc.	S54430-F5-A1	MINI UV/IR FLM DET CBL SS FM	MTQ	05/01/2020-05/01/2020	B100	         1,122.24	         1.000
	10002419	Siemens Industry, Inc.	S54430-K1-A1	INCLUDES LONG 60 PIN, CAN & GROUND STRA	MMM	05/06/2020-05/08/2020	B100	         1,313.00	        13.000
	10002419	Siemens Industry, Inc.	S54430-K4-A1	PSC-ISO-CBL  60 PIN MULTI-PS PMI CBL ASS	MMM	05/06/2020-05/06/2020	B100	           407.40	        10.000
	10002419	Siemens Industry, Inc.	S54430-K5-A1	LXDACT-CBL  Longer XDACT to PMI cable	MMA	05/06/2020-05/08/2020	B100	            69.00	         4.000
	10002419	Siemens Industry, Inc.	S54430-S7-A1	XLS-250-ZIC8B-EP  PLANNING BILL	MTA	05/06/2020-05/06/2020	B100	         3,184.53	         1.000
	10002419	Siemens Industry, Inc.	S54430-Z13-A1	RCC-1F AND RCC-3F BLACK ENCLOSURE ADAPT	IEF	05/04/2020-05/06/2020	B100	           575.16	         2.000
	10002419	Siemens Industry, Inc.	S54430-Z14-A1	RCC-1 ENCLOSURE ADAPTER FOR XLS SSD	IEF	05/05/2020-05/07/2020	B100	           794.20	         5.000
	10002419	Siemens Industry, Inc.	S54431-B4-A1	MLC  MXL LINE CARD FOR XLS	NME	05/01/2020-05/07/2020	B100	        31,154.50	        65.000
	10002419	Siemens Industry, Inc.	S54431-Z3-A1	CAMS/KEYS/LCK FOR CAB1/CAB2/CAB3(PKG5)	IEF	05/05/2020-05/05/2020	B100	            85.44	         2.000
	10002419	Siemens Industry, Inc.	S54433-B101-A1	FCM901-U3  Cerberus main board	MTB	05/01/2020-05/05/2020	B100	         1,328.88	         3.000
	10002419	Siemens Industry, Inc.	S54433-B103-A1	Desigo housing (black)	MTB	05/01/2020-05/07/2020	B100	           711.84	         8.000
	10002419	Siemens Industry, Inc.	S54433-B103-A2	FH901-R2  Desigo housing (red)	MTB	05/08/2020-05/08/2020	B100	           281.19	         3.000
	10002419	Siemens Industry, Inc.	S54433-B103-A3	FH901-U3  Cerberus housing (black)	MTB	05/01/2020-05/08/2020	B100	         1,556.36	        13.000
	10002419	Siemens Industry, Inc.	S54433-B103-A4	FH901-R3  Cerberus housing (red)	MTB	05/04/2020-05/07/2020	B100	         1,795.80	        15.000
	10002419	Siemens Industry, Inc.	S54433-B106-A1	FHA902-U1  Housing trim kit (black)	MTB	05/01/2020-05/01/2020	B100	            44.88	         1.000
	10002419	Siemens Industry, Inc.	S54433-B106-A2	FHA902-R1  Housing trim kit (red)	MTB	05/06/2020-05/06/2020	B100	            44.88	         1.000
	10002419	Siemens Industry, Inc.	S54433-B107-A1	FHA901-U1  Battery Bracket	MTB	05/05/2020-05/05/2020	B100	            32.81	         1.000
	10002419	Siemens Industry, Inc.	S54433-C102-A1	FSD901-U3  Cerberus system display (bl)	MTB	05/01/2020-05/08/2020	B100	         1,810.88	         8.000
	10002419	Siemens Industry, Inc.	S54433-C102-A2	FSD901-R3  Cerberus system display (red)	MTB	05/04/2020-05/07/2020	B100	         1,358.16	         6.000
	10002419	Siemens Industry, Inc.	S54433-C102-A4	Desigo System display (black)	MTB	05/07/2020-05/07/2020	B100	           400.71	         2.000
	10002419	Siemens Industry, Inc.	S54433-C103-A1	50 PT ELECTRONIC KIT-MAIN BOARD- 170W PS	MTA	05/01/2020-05/08/2020	B100	         2,707.06	         8.000
	10002419	Siemens Industry, Inc.	S54433-C105-A1	50 PT ELECTRONIC KIT-MAIN BOARD- 170W PS	MTA	05/01/2020-05/08/2020	B100	        13,437.82	        34.000
	10002419	Siemens Industry, Inc.	S54459-C34-A1	LOCAL OPERATOR CONSOLE,FLUSH MOUNT	MTH	05/05/2020-05/05/2020	B100	         1,189.62	         1.000
	10002419	Siemens Industry, Inc.	S54459-C6-A1	SAFEPATH MULT FUNC FACILITY COMM SYS,BLK	MTH	05/07/2020-05/07/2020	B100	         1,154.13	         1.000
	10002419	Siemens Industry, Inc.	S54463-B1-A1	PAL-2/NON-UL PRINTER	NOA	05/01/2020-05/06/2020	B100	         1,490.58	         2.000
	10002419	Siemens Industry, Inc.	S54465-C67-A1	NCCMP8-UK  SOFTWARE UPGRADE FOR XP / W7	MTB	05/05/2020-05/05/2020	B100	         4,450.50	        10.000
	10002419	Siemens Industry, Inc.	S54465-C73-A1	UHW-CATA-01  UL/ULC COMPUTER W/ OS & SNC	MTB	05/01/2020-05/06/2020	B100	         9,563.26	         2.000
	10002419	Siemens Industry, Inc.	S54465-C8-A2	UHW-0000-22L-L  LCD 22 NON-TOUCH	NOY	05/06/2020-05/06/2020	B100	         1,201.58	         1.000
	10002419	Siemens Industry, Inc.	S55376-C158	DXA.B130  SASH SENSOR	NSA	05/05/2020-05/05/2020	B100	           280.10	         2.000
	10002419	Siemens Industry, Inc.	S55396-C888-A400	POL688.80/MCQ  McQuay controller	ONA	05/07/2020-05/07/2020	B100	           484.26	         2.000
	10002419	Siemens Industry, Inc.	S55396-C998-A400	POL69U.80/MCQ  McQuay controller	ONA	05/04/2020-05/04/2020	B100	         2,912.67	         9.000
	10002419	Siemens Industry, Inc.	S55623-H128	PXM30.E  BACnet/ IP Touch Panel 7"	NOS	05/07/2020-05/07/2020	B100	         2,754.00	         4.000
	10002419	Siemens Industry, Inc.	S55623-H129	PXM40.E  BACnet/ IP Touch Panel 10"	NOS	05/04/2020-05/04/2020	B100	         1,055.70	         1.000
	10002419	Siemens Industry, Inc.	S55623-H130	PXM50.E  BACnet/ IP Touch Panel 15"	NOS	05/01/2020-05/07/2020	B100	         5,355.00	         4.000
	10002419	Siemens Industry, Inc.	S55623-H132	PXM40-1  TCP/ IP Touch Panel 10"	NOS	05/08/2020-05/08/2020	B100	           826.40	         1.000
	10002419	Siemens Industry, Inc.	S55623-H133	PXM50-1  TCP/ IP Touch Panel 15"	NOS	05/07/2020-05/07/2020	B100	         1,070.93	         1.000
	10002419	Siemens Industry, Inc.	S55624-H118	QMX2.P33  ROOM UNIT AND TEMP.SENSOR	OND	05/04/2020-05/07/2020	B100	         5,678.76	       111.000
	10002419	Siemens Industry, Inc.	S55624-H129	QMX3.P37-1BSC  ROOM OPERATING, BLACK	OND	05/04/2020-05/04/2020	B100	           107.64	         1.000
	10002419	Siemens Industry, Inc.	S55624-H131	RPM.12-SD  Room Condition Monitor 12/.05	MRF	05/07/2020-05/07/2020	B100	         1,375.00	         1.000
	10002419	Siemens Industry, Inc.	S55624-H132	RPM.25-SD  Room Condition Monitor 25/.1	MRF	05/06/2020-05/06/2020	B100	         1,375.00	         1.000
	10002419	Siemens Industry, Inc.	S55720-S458	QSA2700D  Fine dust sensor +display	NMO	05/06/2020-05/06/2020	B100	           165.35	         1.000
	10002419	Siemens Industry, Inc.	S55772-T101	RDS120  Smart Thermostat US Residential	NMO	05/01/2020-05/07/2020	B100	         1,755.00	        13.000
	10002419	Siemens Industry, Inc.	S55800-Y101	OCI702 USB-KNX Interface w/ Power Supply	MRF	05/01/2020-05/05/2020	B100	           825.00	         5.000
